DateTime,Platinum,Gold,Silver,Palladium,Rhodium,Iridium,Ruthenium
2019-09-16 00:00:00,941,1504,19.84,1608,4998,1462,249
2019-09-17 00:00:00,943,1500,19.84,1614,4952,1482,248
2019-09-18 00:00:00,939,1504,18.9,1588,4951,1478,251
2019-09-19 00:00:00,945,1510,16.93,1614,5201,1477,248
2019-09-20 00:00:00,944,1509,14.92,1648,5451,1482,251
2019-09-23 00:00:00,966,1525,20.5,1662,5500,1477,251
2019-09-24 00:00:00,957,1523,20.4,1671,5398,1482,249
2019-09-25 00:00:00,948,1533,17.5,1657,5400,1477,250
2019-09-26 00:00:00,937,1511,17.0,1669,5376,1488,252
2019-09-27 00:00:00,933,1500,15.6,1663,5347,1487,247
2019-09-30 00:00:00,908,1487,14.18,1681,5350,1490,247
2019-10-01 00:00:00,880,1478,15.2,1657,5299,1492,247
2019-10-02 00:00:00,886,1499,15.43,1691,5297,1487,252
2019-10-04 00:00:00,880,1503,14.39,1668,5200,1502,247
2019-10-07 00:00:00,890,1511,17.55,1675,5147,1497,252
2019-10-08 00:00:00,894,1508,15.62,1659,5150,1497,249
2019-10-09 00:00:00,900,1512,18.8,1684,5148,1497,251
2019-10-10 00:00:00,895,1514,14.76,1700,5249,1499,249
2019-10-11 00:00:00,892,1488,19.55,1708,5401,1502,250
2019-10-14 00:00:00,902,1491,17.61,1702,5347,1498,250
2019-10-15 00:00:00,900,1491,18.55,1737,5451,1501,248
2019-10-16 00:00:00,895,1496,16.43,1766,5548,1502,249
2019-10-17 00:00:00,890,1499,14.57,1776,5600,1499,247
2019-10-18 00:00:00,891,1494,16.55,1767,5602,1502,252
2019-10-21 00:00:00,897,1496,18.75,1776,5598,1501,249
2019-10-22 00:00:00,896,1491,15.59,1771,5600,1502,252
2019-10-23 00:00:00,917,1497,15.62,1757,5502,1499,249
2019-10-24 00:00:00,927,1497,19.6,1753,5497,1499,248
2019-10-25 00:00:00,936,1518,20.3,1785,5449,1498,248
2019-10-28 00:00:00,927,1495,14.85,1810,5448,1500,251
2019-10-29 00:00:00,916,1499,19.79,1799,5424,1497,249
2019-10-30 00:00:00,929,1495,17.9,1795,5425,1501,250
2019-10-31 00:00:00,939,1511,17.08,1804,5423,1500,250
2019-11-01 00:00:00,951,1513,18.1,1819,5422,1497,250
2019-11-04 00:00:00,951,1514,15.12,1802,5427,1500,249
2019-11-05 00:00:00,933,1495,16.7,1772,5424,1499,250
2019-11-06 00:00:00,937,1487,14.6,1802,5472,1501,250
2019-11-07 00:00:00,933,1487,19.55,1808,5547,1501,249
2019-11-08 00:00:00,895,1460,14.86,1781,5576,1501,249
2019-11-11 00:00:00,888,1466,18.92,1754,5573,1501,252
2019-11-12 00:00:00,869,1457,18.78,1701,5676,1501,251
2019-11-13 00:00:00,875,1463,14.9,1720,5672,1501,252
2019-11-14 00:00:00,876,1472,14.1,1732,5747,1501,247
2019-11-15 00:00:00,892,1466,19.0,1732,6048,1499,252
2019-11-18 00:00:00,893,1467,18.94,1724,6123,1500,249
2019-11-19 00:00:00,909,1476,16.06,1759,6127,1498,248
2019-11-20 00:00:00,919,1479,15.16,1771,6127,1501,248
2019-11-21 00:00:00,920,1473,16.13,1767,6124,1501,251
2019-11-22 00:00:00,910,1472,19.15,1764,6124,1497,248
2019-11-25 00:00:00,898,1461,13.98,1806,6049,1498,251
2019-11-26 00:00:00,917,1461,16.1,1807,6051,1498,251
2019-11-27 00:00:00,904,1457,16.05,1806,6050,1501,249
2019-11-28 00:00:00,898,1462,18.0,1837,6000,1501,250
2019-11-29 00:00:00,895,1458,15.0,1829,6000,1498,247
2019-12-02 00:00:00,894,1461,17.96,1851,6000,1497,252
2019-12-03 00:00:00,912,1480,15.2,1853,5998,1498,248
2019-12-04 00:00:00,902,1474,13.85,1865,6001,1501,247
2019-12-05 00:00:00,895,1480,16.92,1857,5997,1502,250
2019-12-06 00:00:00,900,1466,15.8,1878,6052,1498,248
2019-12-09 00:00:00,906,1468,17.65,1902,6150,1502,247
2019-12-10 00:00:00,919,1466,18.63,1893,6150,1497,250
2019-12-11 00:00:00,935,1471,17.75,1913,6147,1498,248
2019-12-12 00:00:00,948,1487,16.07,1939,6252,1498,248
2019-12-13 00:00:00,940,1470,13.9,1979,6250,1501,252
2019-12-16 00:00:00,940,1483,14.05,1968,6249,1497,251
2019-12-17 00:00:00,935,1479,19.09,1960,6248,1501,248
2019-12-18 00:00:00,935,1482,14.09,1949,6198,1501,252
2019-12-19 00:00:00,943,1482,14.0,1942,6177,1502,247
2019-12-20 00:00:00,926,1480,14.24,1899,6174,1498,250
2019-12-23 00:00:00,927,1488,17.35,1882,6174,1498,250
2019-12-27 00:00:00,947,1516,17.84,1909,6174,1500,251
2019-12-30 00:00:00,950,1517,19.95,1907,6174,1502,248
2020-01-02 00:00:00,991,1526,20.03,1942,6252,1498,251
2020-01-03 00:00:00,1000,1549,17.25,1968,6350,1501,255
2020-01-06 00:00:00,965,1563,15.08,2028,6947,1501,257
2020-01-07 00:00:00,962,1571,15.23,2042,7848,1499,252
2020-01-08 00:00:00,967,1572,17.28,2097,8148,1499,253
2020-01-09 00:00:00,972,1554,15.92,2127,8150,1502,254
2020-01-10 00:00:00,976,1556,17.05,2120,7949,1500,253
2020-01-13 00:00:00,977,1554,16.0,2132,7948,1502,257
2020-01-14 00:00:00,977,1544,14.81,2152,7950,1501,255
2020-01-15 00:00:00,1029,1554,16.95,2257,8251,1501,254
2020-01-16 00:00:00,1004,1553,18.0,2283,8649,1510,258
2020-01-17 00:00:00,1024,1557,20.08,2530,9449,1511,257
2020-01-20 00:00:00,1029,1566,19.09,2527,9549,1507,257
2020-01-21 00:00:00,999,1559,14.72,2413,10152,1509,259
2020-01-22 00:00:00,1011,1558,15.85,2434,10150,1510,259
2020-01-23 00:00:00,1008,1558,18.77,2436,10148,1508,257
2020-01-24 00:00:00,1020,1575,20.05,2398,10449,1509,261
2020-01-27 00:00:00,997,1586,18.24,2352,10451,1512,257
2020-01-28 00:00:00,994,1582,15.7,2269,10447,1509,259
2020-01-29 00:00:00,999,1575,18.55,2309,10451,1511,260
2020-01-30 00:00:00,981,1585,19.83,2292,10448,1510,259
2020-01-31 00:00:00,977,1584,16.85,2292,10748,1507,257
2020-02-03 00:00:00,978,1583,15.79,2320,10750,1508,258
2020-02-04 00:00:00,971,1567,18.66,2403,10952,1517,259
2020-02-05 00:00:00,984,1558,14.63,2448,10949,1519,259
2020-02-06 00:00:00,976,1571,15.82,2411,10950,1521,258
2020-02-07 00:00:00,976,1570,19.82,2352,10849,1522,259
2020-02-10 00:00:00,964,1575,18.74,2372,10849,1520,258
2020-02-11 00:00:00,973,1574,19.8,2371,10849,1520,261
2020-02-12 00:00:00,965,1569,17.52,2367,10948,1520,257
2020-02-13 00:00:00,976,1578,14.7,2423,11252,1520,259
2020-02-14 00:00:00,980,1579,16.71,2466,11549,1517,259
2020-02-17 00:00:00,972,1584,16.88,2456,11847,1520,261
2020-02-18 00:00:00,993,1602,16.2,2593,12501,1517,266
2020-02-19 00:00:00,1008,1610,17.25,2725,12802,1517,267
2020-02-20 00:00:00,992,1620,19.4,2715,12952,1518,266
2020-02-21 00:00:00,982,1643,18.6,2702,12947,1522,263
2020-02-24 00:00:00,972,1677,20.75,2640,12949,1518,266
2020-02-25 00:00:00,959,1657,20.38,2702,13098,1520,265
2020-02-26 00:00:00,927,1648,16.16,2733,13099,1519,264
2020-02-27 00:00:00,921,1654,20.05,2781,13201,1518,262
2020-02-28 00:00:00,869,1612,16.8,2599,13000,1519,263
2020-03-02 00:00:00,871,1602,13.72,2616,12500,1518,263
2020-03-03 00:00:00,876,1623,14.06,2537,12199,1521,266
2020-03-04 00:00:00,885,1639,18.25,2486,12202,1522,264
2020-03-05 00:00:00,874,1655,18.35,2502,12200,1520,264
2020-03-06 00:00:00,900,1672,14.2,2560,13451,1521,266
2020-03-09 00:00:00,873,1685,14.9,2522,14149,1518,266
2020-03-10 00:00:00,881,1655,16.95,2462,14149,1531,263
2020-03-11 00:00:00,879,1660,15.9,2378,14147,1529,265
2020-03-12 00:00:00,782,1580,12.57,1902,13649,1531,267
2020-03-13 00:00:00,772,1543,12.8,1773,12847,1530,265
2020-03-16 00:00:00,699,1487,9.95,1629,10951,1531,265
2020-03-17 00:00:00,696,1536,12.7,1759,8952,1530,267
2020-03-18 00:00:00,635,1504,10.2,1626,7948,1510,263
2020-03-19 00:00:00,614,1488,9.1,1731,5948,1509,266
2020-03-20 00:00:00,641,1506,9.62,1674,5948,1510,264
2020-03-23 00:00:00,642,1526,10.95,1675,5951,1509,263
2020-03-24 00:00:00,696,1610,14.9,1953,6451,1512,265
2020-03-25 00:00:00,728,1619,14.2,2374,9452,1509,264
2020-03-26 00:00:00,748,1645,13.65,2329,10950,1509,265
2020-03-27 00:00:00,749,1620,13.35,2352,11448,1511,264
2020-03-30 00:00:00,736,1624,14.0,2276,11949,1508,284
2020-03-31 00:00:00,736,1612,16.1,2390,11952,1517,283
2020-04-01 00:00:00,720,1589,11.07,2257,10950,1521,287
2020-04-02 00:00:00,730,1607,12.4,2201,10447,1519,282
2020-04-03 00:00:00,735,1621,13.5,2217,9449,1542,283
2020-04-06 00:00:00,739,1640,15.5,2160,8450,1540,282
2020-04-07 00:00:00,748,1653,17.25,2241,7822,1541,297
2020-04-08 00:00:00,749,1657,16.1,2220,7773,1542,293
2020-04-09 00:00:00,746,1657,17.11,2212,7826,1537,295
2020-04-14 00:00:00,797,1741,15.75,2277,8049,1548,293
2020-04-15 00:00:00,784,1727,17.52,2181,9450,1549,296
2020-04-16 00:00:00,801,1731,13.52,2222,10947,1551,296
2020-04-17 00:00:00,790,1697,15.2,2182,10448,1551,292
2020-04-20 00:00:00,788,1687,16.26,2217,10447,1579,305
2020-04-21 00:00:00,752,1686,15.74,1972,9951,1602,307
2020-04-22 00:00:00,770,1707,17.02,1992,9248,1601,303
2020-04-23 00:00:00,780,1737,17.4,2050,9251,1597,316
2020-04-24 00:00:00,778,1736,13.3,2042,9247,1598,313
2020-04-27 00:00:00,768,1720,12.25,1976,8947,1600,315
2020-04-28 00:00:00,782,1714,17.22,1907,8648,1602,316
2020-04-29 00:00:00,787,1706,16.28,1950,8650,1597,317
2020-04-30 00:00:00,788,1718,13.33,2012,8649,1600,316
2020-05-04 00:00:00,768,1710,12.85,1912,8652,1597,312
2020-05-05 00:00:00,778,1698,15.88,1802,7597,1597,313
2020-05-06 00:00:00,761,1696,14.92,1785,7598,1601,316
2020-05-07 00:00:00,768,1694,15.98,1842,7599,1597,315
2020-05-08 00:00:00,773,1723,14.47,1889,7652,1619,314
2020-05-11 00:00:00,766,1710,12.5,1874,8447,1618,313
2020-05-12 00:00:00,782,1706,16.52,1849,8451,1621,312
2020-05-13 00:00:00,775,1711,17.53,1849,8452,1622,314
2020-05-14 00:00:00,772,1718,14.51,1802,8450,1622,314
2020-05-15 00:00:00,784,1744,15.44,1842,8452,1619,313
2020-05-18 00:00:00,823,1751,14.1,2012,8447,1619,315
2020-05-19 00:00:00,838,1743,15.43,2062,9652,1632,316
2020-05-20 00:00:00,863,1756,15.55,2102,9948,1634,315
2020-05-22 00:00:00,844,1739,18.06,2044,9947,1632,303
2020-05-25 00:00:00,835,1730,19.0,1977,9451,1634,303
2020-05-26 00:00:00,847,1728,17.45,2001,9447,1636,306
2020-05-27 00:00:00,842,1705,14.1,1972,9848,1635,304
2020-05-28 00:00:00,846,1731,14.5,1948,10151,1649,307
2020-05-29 00:00:00,848,1734,15.65,1966,10147,1652,306
2020-06-02 00:00:00,862,1742,20.27,1977,9452,1651,296
2020-06-03 00:00:00,839,1702,18.56,1972,9148,1651,292
2020-06-04 00:00:00,843,1711,14.65,1854,9148,1648,294
2020-06-05 00:00:00,827,1687,18.3,1957,9351,1648,293
2020-06-08 00:00:00,845,1696,14.6,2000,9647,1651,293
2020-06-09 00:00:00,846,1720,17.72,1978,9649,1650,293
2020-06-10 00:00:00,838,1728,15.9,1958,9647,1650,292
2020-06-12 00:00:00,833,1734,14.6,1952,9649,1651,297
2020-06-15 00:00:00,815,1716,16.28,1919,9649,1651,292
2020-06-16 00:00:00,838,1731,14.55,1977,9650,1652,292
2020-06-17 00:00:00,832,1734,14.5,1943,9652,1649,292
2020-06-18 00:00:00,822,1730,14.55,1923,9347,1647,294
2020-06-19 00:00:00,831,1741,14.8,1931,9152,1649,293
2020-06-22 00:00:00,834,1757,16.0,1934,9150,1649,294
2020-06-23 00:00:00,832,1768,19.96,1941,8948,1652,296
2020-06-24 00:00:00,812,1771,16.65,1929,8950,1648,292
2020-06-25 00:00:00,803,1767,19.73,1867,8949,1649,294
2020-06-26 00:00:00,809,1757,19.65,1867,8952,1649,294
2020-06-29 00:00:00,822,1780,15.9,1899,8948,1652,296
2020-06-30 00:00:00,826,1770,18.82,1912,8948,1648,295
2020-07-01 00:00:00,824,1781,19.15,1931,8952,1652,295
2020-07-02 00:00:00,829,1771,19.9,1926,8952,1649,293
2020-07-03 00:00:00,822,1776,19.98,1915,8950,1652,297
2020-07-06 00:00:00,838,1788,19.38,1934,8950,1649,293
2020-07-07 00:00:00,839,1798,17.35,1939,8952,1651,297
2020-07-08 00:00:00,859,1819,20.67,1951,8952,1647,292
2020-07-09 00:00:00,866,1818,19.95,1982,8948,1648,295
2020-07-10 00:00:00,850,1811,15.77,1949,8952,1649,296
2020-07-13 00:00:00,853,1812,16.23,2058,8948,1652,294
2020-07-14 00:00:00,837,1803,17.07,1977,8948,1649,297
2020-07-15 00:00:00,838,1814,17.3,1979,8947,1652,296
2020-07-16 00:00:00,832,1811,18.24,2003,8950,1649,294
2020-07-17 00:00:00,840,1811,16.2,2037,8948,1650,295
2020-07-20 00:00:00,852,1821,19.65,2043,8952,1648,294
2020-07-21 00:00:00,888,1844,18.17,2167,8949,1650,295
2020-07-22 00:00:00,906,1855,19.25,2147,8947,1647,292
2020-07-23 00:00:00,918,1884,19.82,2157,8951,1650,293
2020-07-24 00:00:00,942,1910,21.82,2221,8952,1650,294
2020-07-27 00:00:00,956,1945,22.3,2330,8951,1650,293
2020-07-28 00:00:00,951,1944,25.85,2300,8950,1651,293
2020-07-29 00:00:00,943,1960,24.15,2162,8950,1648,294
2020-07-30 00:00:00,911,1961,23.4,2059,9148,1652,294
2020-07-31 00:00:00,916,1964,24.8,2088,9151,1647,296
2020-08-03 00:00:00,932,1967,22.2,2135,9150,1652,297
2020-08-04 00:00:00,940,1990,24.65,2118,9148,1647,294
2020-08-05 00:00:00,975,2048,28.05,2199,9149,1649,296
2020-08-06 00:00:00,988,2063,30.1,2240,9447,1650,297
2020-08-07 00:00:00,979,2053,29.25,2165,10448,1650,295
2020-08-10 00:00:00,1007,2052,30.25,2304,10947,1651,294
2020-08-11 00:00:00,957,1964,26.3,2145,10952,1649,294
2020-08-12 00:00:00,932,1943,25.7,2161,10952,1652,293
2020-08-13 00:00:00,952,1942,27.45,2191,11151,1651,292
2020-08-14 00:00:00,969,1955,23.86,2176,11351,1648,297
2020-08-17 00:00:00,959,1974,24.4,2199,11948,1649,294
2020-08-18 00:00:00,959,1997,25.85,2176,12150,1650,296
2020-08-19 00:00:00,955,1998,28.0,2181,12348,1651,295
2020-08-20 00:00:00,921,1932,27.95,2163,12549,1652,292
2020-08-21 00:00:00,907,1924,27.35,2177,12551,1648,296
2020-08-24 00:00:00,938,1954,27.87,2190,12551,1650,292
2020-08-25 00:00:00,932,1935,26.55,2162,12352,1649,293
2020-08-26 00:00:00,930,1932,27.6,2188,12350,1651,292
2020-08-27 00:00:00,933,1942,27.1,2207,12348,1652,293
2020-08-28 00:00:00,942,1964,28.65,2188,12347,1648,292
2020-08-31 00:00:00,943,1980,26.16,2268,12351,1650,292
2020-09-01 00:00:00,964,1989,26.85,2315,12498,1650,297
2020-09-02 00:00:00,925,1960,25.5,2261,12747,1648,294
2020-09-03 00:00:00,920,1938,24.4,2377,13149,1652,292
2020-09-04 00:00:00,918,1946,23.9,2286,13451,1652,294
2020-09-07 00:00:00,908,1936,26.85,2310,13448,1649,293
2020-09-08 00:00:00,921,1922,26.35,2292,13451,1649,293
2020-09-09 00:00:00,927,1945,25.85,2287,13447,1650,296
2020-09-10 00:00:00,936,1964,25.37,2328,13448,1647,293
2020-09-11 00:00:00,943,1957,24.95,2343,13647,1651,293
2020-09-14 00:00:00,951,1949,28.95,2331,13948,1651,295
2020-09-15 00:00:00,966,1956,29.15,2343,14748,1650,297
2020-09-16 00:00:00,985,1973,26.5,2418,14599,1648,292
2020-09-17 00:00:00,943,1939,27.5,2347,14449,1647,296
2020-09-18 00:00:00,938,1958,26.95,2334,14452,1650,296
2020-09-21 00:00:00,891,1907,21.9,2289,14349,1651,294
2020-09-22 00:00:00,889,1918,22.55,2277,14152,1649,297
2020-09-23 00:00:00,860,1877,22.2,2242,14151,1648,296
2020-09-24 00:00:00,842,1863,19.05,2227,13997,1651,294
2020-09-25 00:00:00,847,1864,24.75,2216,14000,1652,296
2020-09-28 00:00:00,876,1877,25.5,2255,13802,1647,292
2020-09-29 00:00:00,888,1887,23.0,2282,13949,1647,293
2020-09-30 00:00:00,893,1898,23.1,2342,14100,1652,293
2020-10-01 00:00:00,899,1896,22.45,2337,14098,1649,293
2020-10-02 00:00:00,892,1914,25.1,2320,14099,1650,295
2020-10-05 00:00:00,899,1918,22.28,2362,14101,1650,294
2020-10-06 00:00:00,884,1924,23.4,2391,13648,1648,295
2020-10-07 00:00:00,876,1891,25.6,2385,13649,1647,292
2020-10-08 00:00:00,879,1903,25.1,2402,13150,1651,296
2020-10-09 00:00:00,899,1925,26.7,2460,13252,1647,295
2020-10-12 00:00:00,892,1932,22.2,2446,13552,1652,295
2020-10-13 00:00:00,867,1902,26.25,2340,14052,1650,297
2020-10-14 00:00:00,868,1909,21.55,2366,14049,1650,297
2020-10-15 00:00:00,866,1902,21.0,2349,14048,1651,294
2020-10-16 00:00:00,867,1912,26.47,2346,14047,1650,295
2020-10-19 00:00:00,877,1919,23.83,2345,14197,1649,293
2020-10-20 00:00:00,877,1907,23.67,2396,14648,1652,296
2020-10-21 00:00:00,893,1927,23.1,2414,14597,1649,296
2020-10-22 00:00:00,882,1911,21.6,2375,14602,1650,295
2020-10-23 00:00:00,910,1917,25.85,2401,14599,1647,297
2020-10-26 00:00:00,884,1911,22.4,2363,14502,1648,293
2020-10-27 00:00:00,891,1901,24.35,2347,14498,1651,295
2020-10-28 00:00:00,878,1885,22.25,2238,14151,1652,292
2020-10-29 00:00:00,863,1878,22.44,2213,13948,1650,297
2020-10-30 00:00:00,861,1895,23.78,2250,13752,1648,295
2020-11-02 00:00:00,861,1892,25.95,2218,13548,1650,295
2020-11-03 00:00:00,889,1912,26.35,2293,14051,1650,293
2020-11-04 00:00:00,878,1907,21.1,2294,14201,1667,296
2020-11-05 00:00:00,897,1932,22.0,2413,14352,1668,293
2020-11-06 00:00:00,903,1952,22.35,2447,14849,1667,294
2020-11-09 00:00:00,865,1870,23.15,2492,15002,1667,293
2020-11-10 00:00:00,875,1876,23.05,2487,14999,1671,296
2020-11-11 00:00:00,881,1871,23.9,2449,15000,1671,296
2020-11-12 00:00:00,882,1875,23.27,2356,15001,1671,297
2020-11-13 00:00:00,895,1895,21.65,2352,14901,1667,297
2020-11-16 00:00:00,917,1893,24.65,2314,14901,1667,295
2020-11-17 00:00:00,938,1898,22.7,2347,15050,1667,292
2020-11-18 00:00:00,945,1882,24.49,2346,15947,1672,295
2020-11-19 00:00:00,955,1862,20.9,2330,16149,1667,293
2020-11-20 00:00:00,965,1878,21.4,2340,16297,1667,295
2020-11-23 00:00:00,947,1837,24.55,2337,16301,1668,293
2020-11-24 00:00:00,958,1806,22.1,2357,16302,1670,294
2020-11-25 00:00:00,964,1818,24.35,2328,16299,1670,295
2020-11-26 00:00:00,974,1817,24.4,2377,16298,1669,295
2020-11-27 00:00:00,960,1784,20.6,2382,16302,1670,296
2020-11-30 00:00:00,976,1776,24.2,2416,16299,1667,292
2020-12-01 00:00:00,995,1821,24.7,2430,16300,1687,293
2020-12-02 00:00:00,1020,1828,24.75,2397,16299,1697,293
2020-12-03 00:00:00,1036,1839,22.05,2398,16302,1698,296
2020-12-04 00:00:00,1073,1845,25.15,2374,16651,1715,295
2020-12-07 00:00:00,1044,1860,23.4,2347,16502,1713,292
2020-12-08 00:00:00,1034,1875,24.65,2344,16502,1713,297
2020-12-09 00:00:00,1033,1858,21.3,2325,16501,1748,293
2020-12-10 00:00:00,1046,1851,26.2,2364,16498,1749,294
2020-12-11 00:00:00,1018,1842,25.0,2337,16498,1750,297
2020-12-14 00:00:00,1022,1838,24.1,2332,16602,1826,296
2020-12-15 00:00:00,1033,1852,23.45,2349,16749,1872,294
2020-12-16 00:00:00,1037,1861,24.93,2322,16752,1923,297
2020-12-17 00:00:00,1061,1892,26.0,2361,16948,2100,293
2020-12-18 00:00:00,1055,1886,23.9,2351,16950,2452,294
2020-12-21 00:00:00,1002,1888,26.15,2331,17049,2948,292
2020-12-22 00:00:00,1028,1890,24.05,2381,17047,3050,293
2020-12-23 00:00:00,1023,1872,26.5,2352,17052,3048,294
2020-12-28 00:00:00,1050,1889,23.65,2449,17051,3049,296
2020-12-29 00:00:00,1043,1880,23.12,2366,17051,3051,297
2020-12-30 00:00:00,1072,1887,24.35,2352,17347,3051,294
2021-01-04 00:00:00,1128,1943,25.5,2470,18147,3047,293
2021-01-05 00:00:00,1094,1953,28.5,2434,18647,3050,293
2021-01-06 00:00:00,1106,1939,24.35,2422,18948,3151,294
2021-01-07 00:00:00,1115,1923,24.2,2423,18947,3448,297
2021-01-08 00:00:00,1092,1872,23.05,2383,18949,3448,292
2021-01-11 00:00:00,1037,1846,23.05,2359,19451,3647,325
2021-01-12 00:00:00,1069,1855,23.35,2390,19948,3652,334
2021-01-13 00:00:00,1105,1863,25.45,2402,20952,3949,335
2021-01-14 00:00:00,1118,1854,23.4,2402,21102,3948,332
2021-01-15 00:00:00,1087,1840,23.8,2411,21950,3952,332
2021-01-18 00:00:00,1087,1832,23.85,2402,21947,3950,334
2021-01-19 00:00:00,1091,1841,26.1,2382,22448,4052,337
2021-01-20 00:00:00,1113,1869,25.7,2385,22148,4048,337
2021-01-21 00:00:00,1147,1862,27.75,2392,21199,4101,337
2021-01-22 00:00:00,1113,1852,26.4,2373,20700,4097,333
2021-01-25 00:00:00,1107,1860,23.4,2348,19698,4101,353
2021-01-26 00:00:00,1107,1865,22.55,2340,19701,4351,354
2021-01-27 00:00:00,1077,1838,23.85,2314,19700,4449,365
2021-01-28 00:00:00,1101,1865,27.65,2354,19698,4448,376
2021-01-29 00:00:00,1100,1869,26.35,2305,20702,4451,377
2021-02-01 00:00:00,1128,1864,26.45,2282,20697,4648,376
2021-02-02 00:00:00,1110,1837,27.0,2247,20697,4649,372
2021-02-03 00:00:00,1113,1845,28.1,2272,21851,4751,374
2021-02-04 00:00:00,1091,1803,25.2,2269,22451,4747,374
2021-02-05 00:00:00,1124,1813,26.7,2349,22448,4750,376
2021-02-08 00:00:00,1175,1839,29.55,2362,22449,4750,376
2021-02-09 00:00:00,1187,1842,25.45,2331,22347,4948,376
2021-02-10 00:00:00,1247,1853,27.5,2379,22449,4948,374
2021-02-11 00:00:00,1255,1848,28.25,2381,22650,5047,376
2021-02-12 00:00:00,1230,1821,24.25,2378,23048,5047,375
2021-02-15 00:00:00,1308,1824,28.7,2436,23048,5051,376
2021-02-16 00:00:00,1298,1813,29.45,2409,23449,5051,376
2021-02-17 00:00:00,1262,1786,24.15,2401,23447,5051,376
2021-02-18 00:00:00,1272,1779,25.15,2384,23749,5050,376
2021-02-19 00:00:00,1299,1782,27.15,2385,24347,5050,375
2021-02-22 00:00:00,1282,1810,25.75,2407,24748,5050,375
2021-02-23 00:00:00,1243,1806,26.6,2345,25248,5150,372
2021-02-24 00:00:00,1257,1795,25.7,2407,25949,5152,382
2021-02-25 00:00:00,1255,1780,24.75,2470,27248,5302,397
2021-02-26 00:00:00,1197,1733,23.45,2335,27549,5400,396
2021-03-01 00:00:00,1219,1741,28.85,2367,28948,5399,392
2021-03-02 00:00:00,1194,1732,23.4,2373,28952,5398,393
2021-03-03 00:00:00,1193,1714,27.25,2374,29752,5397,395
2021-03-04 00:00:00,1178,1716,23.0,2378,30151,5700,404
2021-03-05 00:00:00,1139,1700,25.25,2375,30149,5699,403
2021-03-08 00:00:00,1156,1694,22.25,2332,29752,5952,408
2021-03-09 00:00:00,1178,1722,24.0,2305,28251,5947,420
2021-03-10 00:00:00,1192,1721,27.0,2304,27452,6051,417
2021-03-11 00:00:00,1215,1731,25.05,2372,24950,6051,418
2021-03-12 00:00:00,1195,1712,26.65,2372,25048,6101,419
2021-03-15 00:00:00,1216,1729,27.1,2400,25449,6101,420
2021-03-16 00:00:00,1220,1737,28.0,2514,25948,6201,420
2021-03-17 00:00:00,1207,1736,23.0,2501,27698,6447,433
2021-03-18 00:00:00,1226,1734,23.0,2752,28699,6449,433
2021-03-19 00:00:00,1192,1742,23.2,2637,30700,6602,435
2021-03-22 00:00:00,1193,1735,26.65,2616,30952,6598,432
2021-03-23 00:00:00,1187,1731,25.2,2636,30450,6350,437
2021-03-24 00:00:00,1186,1732,26.3,2632,29652,6348,433
2021-03-25 00:00:00,1164,1739,26.0,2626,29047,6349,433
2021-03-26 00:00:00,1178,1739,25.05,2672,27400,6352,433
2021-03-29 00:00:00,1189,1720,22.65,2553,27100,6351,433
2021-03-30 00:00:00,1172,1688,24.1,2603,27097,6348,435
2021-03-31 00:00:00,1189,1690,21.1,2635,27750,6349,444
2021-04-01 00:00:00,1206,1725,26.65,2647,27750,6351,446
2021-04-06 00:00:00,1240,1742,25.1,2694,29948,6347,444
2021-04-07 00:00:00,1242,1735,22.9,2643,29950,6348,442
2021-04-08 00:00:00,1238,1758,27.55,2652,29951,6349,443
2021-04-09 00:00:00,1209,1746,27.1,2651,29248,6450,456
2021-04-12 00:00:00,1191,1742,26.2,2659,28947,6452,452
2021-04-13 00:00:00,1186,1752,27.4,2692,28952,6650,457
2021-04-14 00:00:00,1183,1740,25.35,2692,29449,6752,464
2021-04-15 00:00:00,1201,1759,25.8,2741,29700,6750,466
2021-04-16 00:00:00,1202,1779,26.15,2774,30199,6749,464
2021-04-19 00:00:00,1216,1777,26.8,2827,30201,6749,466
2021-04-20 00:00:00,1209,1779,23.95,2786,30199,6752,463
2021-04-21 00:00:00,1213,1800,28.4,2890,30202,6751,465
2021-04-22 00:00:00,1207,1790,26.25,2857,29701,6752,464
2021-04-23 00:00:00,1238,1776,26.85,2857,29902,6752,463
2021-04-26 00:00:00,1241,1783,25.15,2920,29898,6752,462
2021-04-27 00:00:00,1255,1789,23.4,2932,30052,6752,479
2021-04-28 00:00:00,1222,1777,23.0,2932,30350,6749,487
2021-04-29 00:00:00,1198,1762,24.85,2953,30802,6750,484
2021-04-30 00:00:00,1219,1771,27.05,2992,30801,6752,486
2021-05-03 00:00:00,1242,1792,26.85,2993,30951,6752,486
2021-05-04 00:00:00,1270,1801,24.05,2997,30949,6752,484
2021-05-05 00:00:00,1227,1784,23.5,2984,30552,6747,499
2021-05-06 00:00:00,1250,1813,24.25,2956,30250,6752,505
2021-05-07 00:00:00,1267,1842,27.5,2917,29748,6748,502
2021-05-10 00:00:00,1280,1842,27.6,2986,28748,6752,507
2021-05-11 00:00:00,1229,1833,26.3,2928,28750,6749,543
2021-05-12 00:00:00,1244,1835,28.35,2946,29748,6749,596
2021-05-14 00:00:00,1230,1837,24.2,2902,29249,6751,743
2021-05-17 00:00:00,1240,1853,25.6,2906,28949,6750,793
2021-05-18 00:00:00,1219,1871,25.2,2903,28750,6751,846
2021-05-19 00:00:00,1207,1892,29.15,2871,28749,6750,844
